transaction_id,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,month_year,risk_level,hour,time_segment,last_15_mins,last_15_mins_non_fraud
T2037318,ACC185769,ACC790645,1093.4,deposit,online,Berlin,mobile,0,-0.9,12,0.2,wire_transfer,247.69.94.212,D2836292,2023-01,Medium risk,14,Evening,5.0,136.0
T145794,ACC825931,ACC754845,1213.13,deposit,other,New York,atm,0,-0.47,14,0.54,UPI,60.130.255.139,D3182747,2023-01,Medium risk,14,Evening,5.0,137.0
T268004,ACC234084,ACC230002,1017.56,deposit,grocery,Sydney,atm,0,-1.38,14,0.51,card,142.30.46.13,D8713811,2023-01,Medium risk,14,Evening,5.0,137.0
T871305,ACC474350,ACC470831,1215.61,deposit,online,Tokyo,pos,0,-0.26,1,0.16,ACH,56.239.130.141,D4954449,2023-01,Low risk,14,Evening,5.0,134.0
T4525321,ACC423234,ACC524320,2065.13,deposit,utilities,Singapore,web,0,0.57,11,0.09,card,90.137.211.57,D3778949,2023-01,Medium risk,14,Evening,5.0,135.0
T1134156,ACC630670,ACC922913,23.3,transfer,travel,Tokyo,web,0,-0.65,3,0.68,ACH,180.140.28.119,D8616492,2023-01,Low risk,14,Evening,5.0,135.0
T4073167,ACC879330,ACC669643,577.81,withdrawal,utilities,New York,web,0,1.26,3,0.7,wire_transfer,55.72.179.88,D2038384,2023-01,Low risk,14,Evening,5.0,136.0
T1919126,ACC502817,ACC932956,24.41,transfer,restaurant,Tokyo,mobile,0,-0.41,18,0.13,wire_transfer,103.65.238.97,D2554236,2023-01,High risk,14,Evening,5.0,137.0
T4395565,ACC543973,ACC816919,1510.34,deposit,online,Berlin,mobile,0,0.67,8,0.37,ACH,84.207.245.40,D9689893,2023-01,Medium risk,14,Evening,5.0,138.0
T821502,ACC667541,ACC212652,21.98,payment,entertainment,Berlin,pos,0,0.46,18,0.68,wire_transfer,164.28.229.131,D9960813,2023-01,High risk,14,Evening,5.0,139.0
T4002410,ACC867599,ACC821505,146.42,payment,restaurant,Sydney,web,0,0.81,18,0.66,wire_transfer,152.159.197.74,D2170322,2023-01,High risk,14,Evening,5.0,140.0
T733053,ACC641937,ACC469332,27.77,transfer,retail,Dubai,atm,0,0.1,9,0.11,ACH,180.98.185.224,D3762934,2023-01,Medium risk,14,Evening,5.0,141.0
T2440951,ACC508027,ACC807772,107.32,withdrawal,entertainment,Singapore,mobile,0,0.79,10,0.93,wire_transfer,91.83.249.146,D9818530,2023-01,Medium risk,14,Evening,5.0,142.0
T1229516,ACC899905,ACC629303,334.52,withdrawal,utilities,Tokyo,mobile,0,0.22,4,0.58,ACH,190.180.207.179,D7235285,2023-01,Low risk,14,Evening,5.0,142.0
T3998540,ACC749923,ACC701639,396.29,withdrawal,entertainment,Singapore,atm,0,0.09,20,0.36,card,51.9.142.14,D4701190,2023-01,High risk,14,Evening,5.0,143.0
T2695626,ACC257711,ACC170543,150.27,withdrawal,entertainment,New York,pos,0,1.04,19,0.77,ACH,42.155.240.117,D6828319,2023-01,High risk,14,Evening,5.0,144.0
T2761746,ACC221504,ACC165745,0.35,payment,other,London,atm,0,-2.08,13,0.34,wire_transfer,65.55.55.141,D2418588,2023-01,Medium risk,14,Evening,5.0,143.0
T2583295,ACC806304,ACC233903,24.24,payment,retail,London,atm,0,-0.52,5,0.81,card,110.119.249.83,D8461381,2023-01,Low risk,14,Evening,5.0,143.0
T999341,ACC814108,ACC284152,49.64,transfer,online,New York,mobile,0,1.45,17,0.75,ACH,195.131.76.122,D5711246,2023-01,High risk,14,Evening,5.0,144.0
T681043,ACC805131,ACC323591,1276.44,deposit,travel,Sydney,mobile,0,1.02,3,0.06,card,181.179.157.86,D6351000,2023-01,Low risk,14,Evening,5.0,145.0
T3049505,ACC392918,ACC236018,407.71,payment,utilities,Sydney,pos,0,-2.24,14,0.83,wire_transfer,73.197.109.195,D7295432,2023-01,Medium risk,14,Evening,5.0,145.0
T3402119,ACC162008,ACC663509,4.47,payment,retail,Sydney,mobile,0,0.54,13,0.28,wire_transfer,67.216.49.219,D9472344,2023-01,Medium risk,14,Evening,5.0,146.0
T2755850,ACC599076,ACC510763,343.17,withdrawal,grocery,Toronto,atm,0,0.85,11,0.58,wire_transfer,61.38.108.162,D5632214,2023-01,Medium risk,14,Evening,5.0,144.0
T4878295,ACC361498,ACC570016,228.51,withdrawal,entertainment,Dubai,pos,0,0.17,11,0.57,UPI,102.233.224.129,D7667571,2023-01,Medium risk,14,Evening,5.0,145.0
T995173,ACC948979,ACC587224,6.01,transfer,utilities,London,pos,0,-0.77,11,0.53,wire_transfer,200.191.163.3,D4191126,2023-01,Medium risk,14,Evening,5.0,145.0
T2230270,ACC720629,ACC337448,398.48,withdrawal,entertainment,London,web,0,1.43,12,0.47,ACH,76.104.104.5,D7753796,2023-01,Medium risk,14,Evening,5.0,146.0
T1149519,ACC332337,ACC115439,359.51,withdrawal,grocery,Tokyo,mobile,0,-1.72,13,0.31,UPI,163.87.165.135,D4177017,2023-01,Medium risk,14,Evening,5.0,147.0
T4347506,ACC837362,ACC424290,932.44,withdrawal,other,New York,atm,0,-0.69,11,0.27,UPI,58.212.217.241,D5922382,2023-01,Medium risk,14,Evening,5.0,144.0
T1664767,ACC438588,ACC826239,208.47,withdrawal,entertainment,Toronto,web,0,0.73,20,0.28,wire_transfer,98.103.12.251,D7056613,2023-01,High risk,14,Evening,5.0,142.0
T2213407,ACC264884,ACC197926,33.36,payment,restaurant,Tokyo,atm,0,-0.98,13,0.08,card,33.58.30.177,D1872742,2023-01,Medium risk,14,Evening,5.0,142.0
T178601,ACC686186,ACC784196,290.34,withdrawal,online,Singapore,mobile,0,0.29,8,0.23,card,99.212.236.173,D6318290,2023-01,Medium risk,14,Evening,5.0,142.0
T2859880,ACC135157,ACC702953,408.22,withdrawal,online,Tokyo,atm,0,-0.98,10,0.21,wire_transfer,84.125.135.165,D5685110,2023-01,Medium risk,14,Evening,5.0,143.0
T1306012,ACC265255,ACC763780,169.03,payment,retail,Dubai,mobile,0,0.42,3,0.25,UPI,169.123.164.54,D3408969,2023-01,Low risk,14,Evening,5.0,144.0
T4349707,ACC982896,ACC139188,922.1,deposit,retail,Singapore,atm,0,0.52,16,0.2,ACH,158.186.207.106,D8202457,2023-01,High risk,14,Evening,5.0,145.0
T4800838,ACC932639,ACC273362,49.69,transfer,travel,London,mobile,0,2.3,3,0.95,UPI,245.160.204.124,D8048720,2023-01,Low risk,14,Evening,5.0,144.0
T4611616,ACC738989,ACC246464,1024.96,deposit,utilities,Berlin,mobile,0,2.55,13,0.91,card,150.159.249.204,D7105190,2023-01,Medium risk,14,Evening,5.0,144.0
T1751016,ACC395636,ACC839017,270.58,withdrawal,restaurant,Sydney,web,0,-0.79,18,0.71,ACH,9.196.210.121,D4674660,2023-01,High risk,14,Evening,5.0,144.0
T691191,ACC257394,ACC418142,7.21,transfer,online,Berlin,web,0,-0.41,16,0.27,wire_transfer,11.40.120.117,D1451185,2023-01,High risk,14,Evening,5.0,144.0
T2456377,ACC613736,ACC507520,799.21,deposit,restaurant,New York,atm,0,-0.46,16,0.58,UPI,115.34.177.10,D3310506,2023-01,High risk,14,Evening,5.0,144.0
T2560455,ACC480473,ACC898559,193.12,payment,restaurant,Singapore,mobile,0,0.42,7,0.23,card,39.150.45.7,D3761360,2023-01,Low risk,14,Evening,5.0,140.0
T4041805,ACC915774,ACC936499,60.59,payment,utilities,Sydney,web,0,-0.84,13,0.57,UPI,197.146.221.123,D8371082,2023-01,Medium risk,14,Evening,5.0,141.0
T4796895,ACC545473,ACC436723,1663.2,deposit,entertainment,Sydney,mobile,0,-0.12,8,0.11,wire_transfer,4.192.155.8,D2699420,2023-01,Medium risk,14,Evening,5.0,139.0
T2969148,ACC901852,ACC715297,15.08,payment,other,Tokyo,mobile,1,0.14,6,0.83,card,162.172.219.68,D6901830,2023-01,Low risk,14,Evening,6.0,139.0
T3170490,ACC856694,ACC596229,21.91,transfer,other,Toronto,mobile,0,0.42,9,0.48,card,100.220.238.162,D4698485,2023-01,Medium risk,14,Evening,6.0,138.0
T935024,ACC171500,ACC568837,154.13,withdrawal,entertainment,Dubai,web,0,-1.58,20,0.73,card,98.253.192.76,D5995705,2023-01,High risk,14,Evening,6.0,139.0
T3216106,ACC459315,ACC979496,14.19,transfer,retail,Toronto,web,0,-0.6,5,0.43,card,81.126.246.62,D8380764,2023-01,Low risk,14,Evening,6.0,140.0
T5060010,ACC197155,ACC728313,1080.29,deposit,other,Tokyo,web,0,1.0,5,0.88,card,58.139.63.190,D6430615,2023-01,Low risk,14,Evening,6.0,141.0
T3460244,ACC352391,ACC681879,593.53,withdrawal,retail,Sydney,pos,0,0.9,5,0.91,wire_transfer,228.75.55.230,D8293474,2023-01,Low risk,14,Evening,6.0,142.0
T4069900,ACC924120,ACC101214,123.94,payment,travel,Singapore,web,0,0.21,20,0.69,ACH,226.89.208.176,D4347611,2023-01,High risk,14,Evening,6.0,143.0
T112705,ACC490375,ACC233146,75.88,payment,grocery,Sydney,web,0,-0.48,9,0.06,card,55.148.66.134,D6792279,2023-01,Medium risk,14,Evening,6.0,144.0
T4991609,ACC707100,ACC723353,1660.81,deposit,online,Tokyo,mobile,0,1.12,12,0.44,wire_transfer,199.189.150.55,D4869261,2023-01,Medium risk,14,Evening,6.0,145.0
T3737718,ACC429442,ACC743032,51.02,payment,entertainment,Sydney,pos,0,-1.7,10,0.88,card,111.188.237.17,D3645142,2023-01,Medium risk,14,Evening,6.0,143.0
T3304304,ACC872757,ACC545425,405.71,deposit,restaurant,London,web,0,0.19,16,0.53,UPI,152.59.217.194,D7279602,2023-01,High risk,14,Evening,6.0,144.0
T2995551,ACC716428,ACC148669,150.55,payment,travel,New York,web,0,-0.69,16,0.29,UPI,237.68.47.129,D7940780,2023-01,High risk,14,Evening,6.0,145.0
T544862,ACC921414,ACC837358,691.92,withdrawal,online,Dubai,web,0,-0.66,17,0.97,UPI,45.174.203.90,D3971422,2023-01,High risk,14,Evening,6.0,146.0
T262090,ACC366126,ACC907024,154.85,payment,travel,Toronto,mobile,0,2.51,8,0.95,card,244.167.151.146,D3736512,2023-01,Medium risk,14,Evening,6.0,143.0
T471642,ACC326798,ACC219430,1051.56,deposit,grocery,Berlin,web,0,-0.73,4,0.3,wire_transfer,218.171.106.227,D1794915,2023-01,Low risk,14,Evening,6.0,143.0
T105636,ACC894923,ACC209803,206.73,payment,other,Dubai,pos,0,-0.38,8,0.2,ACH,106.122.182.223,D3715765,2023-01,Medium risk,14,Evening,6.0,142.0
T1790994,ACC568600,ACC275401,66.9,payment,utilities,Singapore,pos,0,0.08,13,0.21,UPI,186.60.103.128,D9583166,2023-01,Medium risk,14,Evening,6.0,138.0
T1929476,ACC757537,ACC765389,1920.08,deposit,travel,Berlin,pos,0,2.32,17,0.67,card,125.110.60.230,D7712538,2023-01,High risk,14,Evening,6.0,139.0
T2412603,ACC918483,ACC292259,14.56,transfer,travel,London,web,0,-0.11,2,0.64,ACH,93.217.218.207,D9955559,2023-01,Low risk,14,Evening,6.0,138.0
T251363,ACC368510,ACC910855,100.29,withdrawal,grocery,London,pos,0,0.8,8,0.43,card,185.127.234.60,D7056729,2023-01,Medium risk,14,Evening,6.0,137.0
T4809383,ACC594758,ACC351144,411.47,deposit,utilities,Sydney,web,0,-0.2,14,0.89,ACH,232.203.79.191,D4549863,2023-01,Medium risk,14,Evening,6.0,138.0
T2224625,ACC282458,ACC713529,76.69,transfer,online,Dubai,mobile,0,-0.72,5,0.17,wire_transfer,31.177.248.63,D8324181,2023-01,Low risk,14,Evening,6.0,138.0
T3038917,ACC698522,ACC189147,598.39,deposit,online,London,mobile,0,-0.72,19,0.35,wire_transfer,110.193.129.45,D9805452,2023-01,High risk,14,Evening,6.0,138.0
T428195,ACC756317,ACC494656,81.98,payment,retail,Singapore,pos,0,-1.76,3,0.8,wire_transfer,102.15.48.28,D6656970,2023-01,Low risk,14,Evening,6.0,139.0
T4278415,ACC226889,ACC501331,35.34,transfer,online,Singapore,mobile,0,1.79,13,0.22,UPI,31.224.36.63,D7791916,2023-01,Medium risk,14,Evening,6.0,140.0
T1218781,ACC795642,ACC313441,30.24,transfer,retail,Singapore,pos,0,0.32,16,0.52,card,113.103.16.54,D3082376,2023-01,High risk,14,Evening,5.0,140.0
T3338119,ACC203406,ACC575157,2.0,payment,restaurant,Toronto,mobile,0,0.93,3,0.75,wire_transfer,190.249.96.218,D2857086,2023-01,Low risk,14,Evening,5.0,140.0
T4819183,ACC744963,ACC780790,1539.13,deposit,entertainment,London,atm,0,0.64,11,0.77,UPI,143.32.247.166,D6067604,2023-01,Medium risk,14,Evening,5.0,140.0
T2207464,ACC878053,ACC903441,26.04,payment,utilities,Dubai,pos,0,-0.17,14,0.77,card,95.15.231.160,D9994134,2023-01,Medium risk,14,Evening,5.0,140.0
T2700587,ACC235255,ACC267017,19.66,payment,travel,Tokyo,mobile,0,1.13,6,0.89,ACH,62.94.8.53,D1093472,2023-01,Low risk,14,Evening,5.0,138.0
T3879514,ACC606175,ACC362452,10.91,transfer,travel,Tokyo,web,0,-0.24,5,0.24,card,186.5.7.64,D2517267,2023-01,Low risk,14,Evening,5.0,137.0
T1548679,ACC258868,ACC284415,19.84,transfer,other,Dubai,web,0,1.87,5,0.78,ACH,102.198.73.235,D4523420,2023-01,Low risk,14,Evening,5.0,138.0
T2407005,ACC517670,ACC716358,2231.34,deposit,other,Sydney,atm,1,-0.43,11,0.41,ACH,141.219.81.185,D8558606,2023-01,Medium risk,14,Evening,6.0,138.0
T341416,ACC319493,ACC235213,15.76,transfer,restaurant,Berlin,pos,0,-0.79,19,0.6,card,60.144.65.104,D5309332,2023-01,High risk,14,Evening,6.0,139.0
T2930969,ACC244776,ACC665113,2002.52,deposit,restaurant,Singapore,web,0,-0.77,9,0.85,ACH,6.226.83.191,D1655090,2023-01,Medium risk,14,Evening,6.0,137.0
T4563162,ACC653923,ACC490494,47.63,payment,other,Singapore,atm,0,-0.7,11,1.0,wire_transfer,98.247.251.170,D1551629,2023-01,Medium risk,14,Evening,6.0,135.0
T757005,ACC395797,ACC921467,222.67,withdrawal,grocery,Dubai,web,0,-0.77,17,0.25,UPI,214.147.38.167,D2844476,2023-01,High risk,14,Evening,6.0,134.0
T4456693,ACC137210,ACC940558,898.72,deposit,utilities,Toronto,atm,0,-0.62,18,0.69,wire_transfer,73.41.239.220,D3113412,2023-01,High risk,14,Evening,6.0,134.0
T1414583,ACC464850,ACC995881,26.36,transfer,grocery,Sydney,web,0,1.95,3,0.57,ACH,51.30.245.165,D2814020,2023-01,Low risk,14,Evening,6.0,134.0
T2260936,ACC225817,ACC601621,290.19,withdrawal,online,Berlin,mobile,0,-0.45,7,0.48,ACH,34.96.34.195,D1875200,2023-01,Low risk,14,Evening,6.0,133.0
T1881472,ACC343799,ACC639413,77.97,payment,utilities,New York,web,0,-0.48,20,0.85,wire_transfer,86.28.228.118,D4537565,2023-01,High risk,14,Evening,6.0,133.0
T3109509,ACC900666,ACC863110,29.73,payment,restaurant,Berlin,mobile,0,-1.03,13,0.43,wire_transfer,155.251.226.231,D2265227,2023-01,Medium risk,14,Evening,6.0,134.0
T3265059,ACC884069,ACC691245,146.17,withdrawal,restaurant,London,pos,0,-0.6,12,0.3,card,88.167.204.151,D6736374,2023-01,Medium risk,14,Evening,6.0,134.0
T241785,ACC719486,ACC616341,271.92,withdrawal,online,Berlin,web,0,-0.55,5,0.28,wire_transfer,158.230.102.9,D2022051,2023-01,Low risk,14,Evening,6.0,135.0
T4137502,ACC569623,ACC766868,24.6,transfer,online,Berlin,mobile,0,1.13,19,0.56,UPI,236.77.31.199,D9055020,2023-01,High risk,14,Evening,6.0,134.0
T711087,ACC763827,ACC523374,760.08,deposit,other,Tokyo,mobile,0,0.45,12,0.81,card,25.209.173.125,D3100055,2023-01,Medium risk,14,Evening,6.0,135.0
T1833200,ACC808623,ACC432473,252.88,withdrawal,entertainment,London,web,0,0.57,2,0.16,card,120.8.12.204,D2680565,2023-01,Low risk,14,Evening,6.0,136.0
T3595223,ACC203137,ACC917799,304.23,withdrawal,grocery,Dubai,atm,0,-1.66,2,0.8,UPI,110.0.30.100,D6451957,2023-01,Low risk,14,Evening,6.0,137.0
T2608152,ACC435553,ACC925548,950.49,deposit,restaurant,Toronto,pos,0,-1.02,16,0.08,ACH,106.190.188.155,D9752194,2023-01,High risk,14,Evening,6.0,137.0
T593828,ACC445515,ACC989697,546.99,withdrawal,entertainment,Singapore,pos,0,-1.63,20,0.32,wire_transfer,233.9.145.99,D4893137,2023-01,High risk,14,Evening,6.0,137.0
T3811578,ACC900068,ACC631882,83.35,transfer,grocery,Tokyo,web,0,1.38,5,0.53,card,95.224.150.68,D6007821,2023-01,Low risk,14,Evening,6.0,135.0
T2345841,ACC605299,ACC124677,26.15,payment,entertainment,Toronto,mobile,0,1.68,19,0.34,wire_transfer,45.24.197.201,D1404956,2023-01,High risk,14,Evening,6.0,134.0
T394236,ACC420927,ACC231393,25.14,transfer,travel,Singapore,web,0,0.48,16,0.29,wire_transfer,157.10.208.162,D4820254,2023-01,High risk,14,Evening,6.0,134.0
T3786473,ACC277494,ACC499262,141.33,withdrawal,online,London,web,0,0.81,17,0.95,UPI,233.208.42.156,D3072407,2023-01,High risk,14,Evening,6.0,132.0
T4346563,ACC648647,ACC802751,395.67,withdrawal,utilities,Tokyo,web,0,-0.81,19,0.91,wire_transfer,109.44.216.170,D2632880,2023-01,High risk,14,Evening,6.0,132.0
T976639,ACC188826,ACC869223,456.21,deposit,entertainment,Berlin,pos,0,-0.87,13,0.56,ACH,127.165.156.233,D6981485,2023-01,Medium risk,14,Evening,6.0,133.0
T855770,ACC828827,ACC989510,453.82,deposit,online,Tokyo,web,0,-2.32,12,0.8,card,108.214.97.92,D2385014,2023-01,Medium risk,14,Evening,6.0,134.0
T1826325,ACC533310,ACC660384,18.04,transfer,utilities,Singapore,atm,0,0.38,19,0.85,UPI,9.123.81.9,D1038372,2023-01,High risk,14,Evening,6.0,130.0
T700672,ACC649374,ACC585879,377.14,withdrawal,retail,Sydney,pos,0,-0.65,7,0.95,UPI,161.32.38.243,D1356831,2023-01,Low risk,14,Evening,6.0,130.0
T3516889,ACC951999,ACC646144,1629.78,deposit,retail,New York,mobile,0,0.48,8,0.54,ACH,76.62.152.65,D3644215,2023-01,Medium risk,14,Evening,6.0,131.0
T871087,ACC288075,ACC143794,430.9,withdrawal,grocery,Dubai,atm,0,-0.68,3,0.88,wire_transfer,75.63.182.155,D5247149,2023-01,Low risk,14,Evening,6.0,132.0
T3856106,ACC952271,ACC172903,117.66,payment,travel,Tokyo,atm,0,-0.2,20,0.71,UPI,214.106.67.200,D9609148,2023-01,High risk,14,Evening,5.0,132.0
T5031151,ACC576488,ACC297742,550.81,deposit,retail,London,mobile,0,-0.81,18,0.26,card,190.146.144.64,D4632140,2023-01,High risk,14,Evening,5.0,133.0
T4630752,ACC392251,ACC337815,267.41,withdrawal,entertainment,Dubai,atm,0,1.4,12,0.93,UPI,93.23.196.56,D9453521,2023-01,Medium risk,14,Evening,5.0,130.0
T4132073,ACC713291,ACC642692,246.31,payment,other,Tokyo,web,0,-0.53,1,0.67,UPI,116.246.54.65,D5673959,2023-01,Low risk,14,Evening,5.0,130.0
T2356124,ACC256186,ACC222037,198.21,payment,online,Sydney,pos,0,-0.32,3,0.78,wire_transfer,87.175.114.154,D5333952,2023-01,Low risk,14,Evening,4.0,130.0
T3796817,ACC505788,ACC704746,23.42,transfer,retail,Toronto,atm,0,0.57,16,0.33,ACH,170.179.41.164,D8282868,2023-01,High risk,14,Evening,4.0,130.0
T2198997,ACC789266,ACC643963,646.7,withdrawal,other,New York,mobile,0,0.77,6,0.36,UPI,91.19.191.255,D8765531,2023-01,Low risk,14,Evening,4.0,130.0
T1324914,ACC822723,ACC192093,1439.39,deposit,retail,Tokyo,pos,0,0.67,14,0.36,card,47.42.72.64,D6846016,2023-01,Medium risk,14,Evening,4.0,131.0
T1647432,ACC803867,ACC403030,846.8,deposit,utilities,New York,atm,0,-0.95,4,0.81,wire_transfer,223.32.242.43,D2239333,2023-01,Low risk,14,Evening,4.0,127.0
T1591142,ACC426733,ACC232794,4.6,transfer,retail,London,pos,0,1.56,2,0.13,UPI,250.152.59.65,D6622916,2023-01,Low risk,14,Evening,4.0,128.0
T4010340,ACC847057,ACC322600,868.68,deposit,travel,Toronto,atm,0,-0.37,10,0.11,wire_transfer,197.56.119.42,D1849014,2023-01,Medium risk,14,Evening,3.0,126.0
T4560792,ACC377550,ACC845460,99.58,transfer,restaurant,Dubai,web,0,0.43,16,0.53,card,105.158.252.87,D4638332,2023-01,High risk,14,Evening,3.0,126.0
T818991,ACC639263,ACC478761,968.88,deposit,retail,Sydney,pos,0,0.87,14,0.88,ACH,62.107.189.38,D2473262,2023-01,Medium risk,14,Evening,3.0,127.0
T3818517,ACC360190,ACC324121,112.31,payment,entertainment,Berlin,web,0,-0.04,14,0.4,UPI,227.30.129.60,D6678701,2023-01,Medium risk,14,Evening,3.0,128.0
T3515138,ACC907932,ACC368142,0.01,deposit,online,Toronto,mobile,0,-0.36,11,0.58,card,107.192.42.211,D6521778,2023-01,Medium risk,14,Evening,3.0,129.0
T3655647,ACC510887,ACC842840,117.94,payment,retail,Berlin,web,0,-0.74,8,0.36,ACH,1.149.22.59,D3706831,2023-01,Medium risk,14,Evening,3.0,130.0
T4859080,ACC190105,ACC460643,1521.67,deposit,other,Tokyo,web,0,0.98,12,0.62,ACH,67.130.41.126,D6759103,2023-01,Medium risk,14,Evening,3.0,130.0
T4695315,ACC211061,ACC648069,1.29,payment,other,Singapore,atm,0,0.42,11,0.68,ACH,215.241.83.34,D4676226,2023-01,Medium risk,14,Evening,3.0,131.0
T5045867,ACC320805,ACC503421,27.03,transfer,online,Dubai,pos,0,-0.05,19,0.37,UPI,209.148.218.199,D2291074,2023-01,High risk,14,Evening,3.0,132.0
T4603161,ACC460633,ACC150045,83.56,payment,retail,London,pos,0,0.48,17,0.4,UPI,108.10.17.143,D4743963,2023-01,High risk,14,Evening,3.0,133.0
T1023261,ACC765380,ACC683886,13.14,transfer,utilities,Dubai,mobile,0,1.1,11,0.34,card,229.128.95.124,D4045028,2023-01,Medium risk,14,Evening,3.0,132.0
T4594980,ACC186311,ACC794103,141.18,payment,other,Dubai,web,0,0.36,11,0.42,UPI,170.25.51.121,D5958757,2023-01,Medium risk,14,Evening,3.0,133.0
T816321,ACC276050,ACC170241,726.76,deposit,retail,Toronto,mobile,0,-0.17,12,0.61,card,203.59.91.193,D8184641,2023-01,Medium risk,14,Evening,3.0,134.0
T4310082,ACC682702,ACC601100,69.17,transfer,other,Berlin,mobile,0,2.79,11,0.22,ACH,238.155.216.179,D2779273,2023-01,Medium risk,14,Evening,2.0,133.0
T4670001,ACC617909,ACC644050,836.3,deposit,entertainment,Dubai,web,0,0.31,16,0.35,UPI,210.148.148.134,D4280087,2023-01,High risk,14,Evening,2.0,134.0
T1102555,ACC453421,ACC155667,276.55,withdrawal,retail,Toronto,web,0,0.42,4,0.94,card,81.109.189.105,D5590080,2023-01,Low risk,14,Evening,2.0,135.0
T2333131,ACC908336,ACC116030,11.46,transfer,entertainment,Tokyo,pos,0,0.95,4,0.96,wire_transfer,99.41.119.9,D3922128,2023-01,Low risk,14,Evening,2.0,132.0
T184864,ACC233463,ACC596559,491.59,withdrawal,online,Sydney,pos,0,0.3,19,0.4,wire_transfer,125.133.196.233,D6939123,2023-01,High risk,14,Evening,2.0,133.0
T741890,ACC991190,ACC958246,490.95,deposit,online,Tokyo,atm,0,-0.82,3,0.65,UPI,175.38.115.159,D3715024,2023-01,Low risk,14,Evening,2.0,132.0
T3903684,ACC843212,ACC898486,0.01,withdrawal,retail,Dubai,pos,0,0.86,15,0.6,UPI,27.7.231.81,D9176559,2023-01,High risk,14,Evening,2.0,132.0
T830175,ACC531503,ACC526492,373.2,deposit,restaurant,Singapore,pos,0,-0.02,15,0.0,UPI,133.101.16.172,D7557847,2023-01,High risk,14,Evening,2.0,133.0
T885478,ACC728398,ACC391847,19.66,payment,online,Tokyo,pos,0,0.17,15,0.56,ACH,227.40.80.221,D8599724,2023-01,High risk,14,Evening,2.0,134.0
T3743136,ACC422947,ACC361342,1282.99,deposit,grocery,Sydney,pos,0,-0.08,9,0.24,ACH,171.145.189.39,D5668306,2023-01,Medium risk,14,Evening,2.0,135.0
T232326,ACC111566,ACC419118,526.5,withdrawal,online,Toronto,web,0,-2.51,14,0.63,UPI,84.94.218.133,D3385473,2023-01,Medium risk,14,Evening,2.0,135.0
T2447278,ACC177684,ACC596675,220.36,withdrawal,other,Berlin,mobile,0,0.16,1,0.71,wire_transfer,249.132.10.57,D4214299,2023-01,Low risk,14,Evening,2.0,136.0
T2933699,ACC392114,ACC313837,1041.06,deposit,online,Tokyo,pos,0,-3.66,9,0.45,ACH,146.164.81.234,D1704496,2023-01,Medium risk,14,Evening,2.0,135.0
T320445,ACC198933,ACC778582,955.29,deposit,utilities,Tokyo,pos,0,0.67,16,0.64,wire_transfer,255.141.117.109,D8918841,2023-01,High risk,14,Evening,2.0,136.0
T1703835,ACC341658,ACC987826,1486.41,deposit,grocery,Dubai,mobile,0,0.89,7,0.23,ACH,223.1.43.255,D8151720,2023-01,Low risk,14,Evening,2.0,136.0
T861617,ACC783336,ACC112606,47.37,payment,retail,New York,mobile,0,0.09,11,0.83,ACH,237.27.55.5,D1959854,2023-01,Medium risk,14,Evening,2.0,137.0
T3115941,ACC105410,ACC254954,1786.34,deposit,grocery,Berlin,pos,0,0.55,3,0.96,wire_transfer,228.31.196.95,D4807874,2023-01,Low risk,14,Evening,2.0,138.0
T582009,ACC371666,ACC251287,525.06,withdrawal,entertainment,Tokyo,atm,0,-0.22,2,0.49,ACH,127.96.183.9,D9978708,2023-01,Low risk,14,Evening,2.0,138.0
T1542093,ACC160096,ACC360224,91.53,payment,other,Singapore,mobile,0,-0.37,15,0.03,card,159.65.182.59,D7447182,2023-01,High risk,14,Evening,2.0,137.0
T840334,ACC422212,ACC159298,37.28,transfer,grocery,Toronto,mobile,0,0.88,8,0.96,wire_transfer,69.238.248.93,D9116985,2023-01,Medium risk,14,Evening,2.0,138.0
T871786,ACC327050,ACC544549,316.49,withdrawal,retail,Toronto,pos,0,0.82,5,0.71,ACH,136.86.147.67,D7589222,2023-01,Low risk,14,Evening,2.0,135.0
T1706046,ACC270887,ACC332925,39.32,payment,travel,Berlin,web,1,1.18,17,0.19,wire_transfer,18.108.135.230,D2556523,2023-01,High risk,14,Evening,3.0,134.0
T1814903,ACC658154,ACC642112,10.13,transfer,travel,London,pos,0,-0.23,12,0.7,ACH,180.246.194.35,D7803586,2023-01,Medium risk,14,Evening,3.0,133.0
T3166053,ACC149704,ACC310637,305.39,withdrawal,travel,New York,web,0,1.6,13,0.73,wire_transfer,8.148.244.245,D1143687,2023-01,Medium risk,14,Evening,3.0,134.0
T540548,ACC810896,ACC131957,1534.44,deposit,grocery,Singapore,web,0,1.24,15,0.93,card,232.154.229.47,D4112330,2023-01,High risk,14,Evening,3.0,134.0
T4380043,ACC745013,ACC553076,515.42,withdrawal,online,Singapore,web,0,0.31,18,0.18,wire_transfer,230.187.132.171,D8567421,2023-01,High risk,14,Evening,3.0,132.0
T3685038,ACC378407,ACC642685,0.01,withdrawal,grocery,London,mobile,0,0.46,12,0.06,UPI,246.220.58.54,D3230889,2023-01,Medium risk,14,Evening,3.0,132.0
